id	chrom	len	cumul
scaff_group_005	Scaffold_85__1_contigs__length_25626	25627	8983206
scaff_group_005	Scaffold_86__1_contigs__length_25615	25616	9008822
scaff_group_005	Scaffold_87__1_contigs__length_25613	25614	9034436
scaff_group_005	Scaffold_88__1_contigs__length_25580	25581	9060017
scaff_group_005	Scaffold_89__1_contigs__length_25564	25565	9085582
scaff_group_005	Scaffold_90__1_contigs__length_25544	25545	9111127
scaff_group_005	Scaffold_91__1_contigs__length_25538	25539	9136666
scaff_group_005	Scaffold_92__1_contigs__length_25269	25270	9161936
scaff_group_005	Scaffold_93__1_contigs__length_25086	25087	9187023
scaff_group_005	Scaffold_94__1_contigs__length_25069	25070	9212093
scaff_group_005	Scaffold_95__1_contigs__length_24691	24692	9236785
scaff_group_005	Scaffold_96__1_contigs__length_24502	24503	9261288
scaff_group_005	Scaffold_97__1_contigs__length_24405	24406	9285694
scaff_group_005	Scaffold_98__1_contigs__length_24331	24332	9310026
scaff_group_005	Scaffold_99__1_contigs__length_24159	24160	9334186
scaff_group_005	Scaffold_100__1_contigs__length_23913	23914	9358100
scaff_group_005	Scaffold_101__1_contigs__length_23831	23832	9381932
scaff_group_005	Scaffold_102__1_contigs__length_23521	23522	9405454
scaff_group_005	Scaffold_103__1_contigs__length_23461	23462	9428916
scaff_group_005	Scaffold_104__1_contigs__length_22996	22997	9451913
scaff_group_005	Scaffold_105__1_contigs__length_22817	22818	9474731
scaff_group_005	Scaffold_106__1_contigs__length_22804	22805	9497536
scaff_group_005	Scaffold_107__1_contigs__length_22796	22797	9520333
scaff_group_005	Scaffold_108__1_contigs__length_22726	22727	9543060
scaff_group_005	Scaffold_109__1_contigs__length_22504	22505	9565565
scaff_group_005	Scaffold_110__1_contigs__length_22484	22485	9588050
scaff_group_005	Scaffold_111__1_contigs__length_22462	22463	9610513
scaff_group_005	Scaffold_112__1_contigs__length_22456	22457	9632970
scaff_group_005	Scaffold_113__1_contigs__length_22314	22315	9655285
scaff_group_005	Scaffold_114__1_contigs__length_22003	22004	9677289
scaff_group_005	Scaffold_115__1_contigs__length_22000	22001	9699290
scaff_group_005	Scaffold_116__1_contigs__length_21942	21943	9721233
scaff_group_005	Scaffold_117__1_contigs__length_21900	21901	9743134
scaff_group_005	Scaffold_118__1_contigs__length_21467	21468	9764602
scaff_group_005	Scaffold_119__1_contigs__length_21452	21453	9786055
scaff_group_005	Scaffold_120__1_contigs__length_20893	20894	9806949
scaff_group_005	Scaffold_121__1_contigs__length_20656	20657	9827606
scaff_group_005	Scaffold_122__1_contigs__length_20635	20636	9848242
scaff_group_005	Scaffold_123__1_contigs__length_20570	20571	9868813
scaff_group_005	Scaffold_124__1_contigs__length_20460	20461	9889274
scaff_group_005	Scaffold_125__1_contigs__length_20297	20298	9909572
scaff_group_005	Scaffold_126__1_contigs__length_20146	20147	9929719
scaff_group_005	Scaffold_127__1_contigs__length_20109	20110	9949829
scaff_group_005	Scaffold_128__1_contigs__length_20018	20019	9969848
scaff_group_005	Scaffold_129__1_contigs__length_19863	19864	9989712
scaff_group_006	Scaffold_130__1_contigs__length_19798	19799	10009511
scaff_group_006	Scaffold_131__1_contigs__length_19738	19739	10029250
scaff_group_006	Scaffold_132__1_contigs__length_19575	19576	10048826
scaff_group_006	Scaffold_133__1_contigs__length_19554	19555	10068381
scaff_group_006	Scaffold_134__1_contigs__length_19197	19198	10087579
scaff_group_006	Scaffold_135__1_contigs__length_19058	19059	10106638
scaff_group_006	Scaffold_136__1_contigs__length_18955	18956	10125594
scaff_group_006	Scaffold_137__1_contigs__length_18894	18895	10144489
scaff_group_006	Scaffold_138__1_contigs__length_18834	18835	10163324
scaff_group_006	Scaffold_139__1_contigs__length_18766	18767	10182091
scaff_group_006	Scaffold_140__1_contigs__length_18725	18726	10200817
scaff_group_006	Scaffold_141__1_contigs__length_18722	18723	10219540
scaff_group_006	Scaffold_142__1_contigs__length_18661	18662	10238202
scaff_group_006	Scaffold_143__1_contigs__length_18628	18629	10256831
scaff_group_006	Scaffold_144__1_contigs__length_18623	18624	10275455
scaff_group_006	Scaffold_145__1_contigs__length_18606	18607	10294062
scaff_group_006	Scaffold_146__1_contigs__length_18548	18549	10312611
scaff_group_006	Scaffold_147__1_contigs__length_18541	18542	10331153
scaff_group_006	Scaffold_148__1_contigs__length_18525	18526	10349679
scaff_group_006	Scaffold_149__1_contigs__length_18482	18483	10368162
scaff_group_006	Scaffold_150__1_contigs__length_18417	18418	10386580
scaff_group_006	Scaffold_151__1_contigs__length_18171	18172	10404752
scaff_group_006	Scaffold_152__1_contigs__length_18048	18049	10422801
scaff_group_006	Scaffold_153__1_contigs__length_18046	18047	10440848
scaff_group_006	Scaffold_154__1_contigs__length_17912	17913	10458761
scaff_group_006	Scaffold_155__1_contigs__length_17885	17886	10476647
scaff_group_006	Scaffold_156__1_contigs__length_17875	17876	10494523
scaff_group_006	Scaffold_157__1_contigs__length_17824	17825	10512348
scaff_group_006	Scaffold_158__1_contigs__length_17710	17711	10530059
scaff_group_006	Scaffold_159__1_contigs__length_17603	17604	10547663
scaff_group_006	Scaffold_160__1_contigs__length_17389	17390	10565053
scaff_group_006	Scaffold_161__1_contigs__length_17376	17377	10582430
scaff_group_006	Scaffold_162__1_contigs__length_17091	17092	10599522
scaff_group_006	Scaffold_163__1_contigs__length_17056	17057	10616579
scaff_group_006	Scaffold_164__1_contigs__length_17008	17009	10633588
scaff_group_006	Scaffold_165__1_contigs__length_16945	16946	10650534
scaff_group_006	Scaffold_166__1_contigs__length_16924	16925	10667459
scaff_group_006	Scaffold_167__1_contigs__length_16844	16845	10684304
scaff_group_006	Scaffold_168__1_contigs__length_16775	16776	10701080
scaff_group_006	Scaffold_169__1_contigs__length_16524	16525	10717605
scaff_group_006	Scaffold_170__1_contigs__length_16520	16521	10734126
scaff_group_006	Scaffold_171__1_contigs__length_16462	16463	10750589
scaff_group_006	Scaffold_172__1_contigs__length_16371	16372	10766961
scaff_group_006	Scaffold_173__1_contigs__length_16148	16149	10783110
scaff_group_006	Scaffold_174__1_contigs__length_16140	16141	10799251
scaff_group_006	Scaffold_175__1_contigs__length_16119	16120	10815371
scaff_group_006	Scaffold_176__1_contigs__length_16105	16106	10831477
scaff_group_006	Scaffold_177__1_contigs__length_15916	15917	10847394
scaff_group_006	Scaffold_178__1_contigs__length_15908	15909	10863303
scaff_group_006	Scaffold_179__1_contigs__length_15904	15905	10879208
scaff_group_006	Scaffold_180__1_contigs__length_15903	15904	10895112
scaff_group_006	Scaffold_181__1_contigs__length_15861	15862	10910974
scaff_group_006	Scaffold_182__1_contigs__length_15770	15771	10926745
scaff_group_006	Scaffold_183__1_contigs__length_15770	15771	10942516
scaff_group_006	Scaffold_184__1_contigs__length_15757	15758	10958274
scaff_group_006	Scaffold_185__1_contigs__length_15722	15723	10973997
scaff_group_006	Scaffold_186__1_contigs__length_15527	15528	10989525
scaff_group_006	Scaffold_187__1_contigs__length_15430	15431	11004956
scaff_group_006	Scaffold_188__1_contigs__length_15420	15421	11020377
scaff_group_006	Scaffold_189__1_contigs__length_15420	15421	11035798
scaff_group_006	Scaffold_190__1_contigs__length_15382	15383	11051181
scaff_group_006	Scaffold_191__1_contigs__length_15259	15260	11066441
scaff_group_006	Scaffold_192__1_contigs__length_15237	15238	11081679
scaff_group_006	Scaffold_193__1_contigs__length_15227	15228	11096907
scaff_group_006	Scaffold_194__1_contigs__length_14930	14931	11111838
scaff_group_006	Scaffold_195__1_contigs__length_14930	14931	11126769
scaff_group_006	Scaffold_196__1_contigs__length_14860	14861	11141630
scaff_group_006	Scaffold_197__1_contigs__length_14856	14857	11156487
scaff_group_006	Scaffold_198__1_contigs__length_14809	14810	11171297
scaff_group_006	Scaffold_199__1_contigs__length_14734	14735	11186032
scaff_group_006	Scaffold_200__1_contigs__length_14731	14732	11200764
scaff_group_006	Scaffold_201__1_contigs__length_14730	14731	11215495
scaff_group_006	Scaffold_202__1_contigs__length_14729	14730	11230225
scaff_group_006	Scaffold_203__1_contigs__length_14641	14642	11244867
scaff_group_006	Scaffold_204__1_contigs__length_14504	14505	11259372
scaff_group_006	Scaffold_205__1_contigs__length_14497	14498	11273870
scaff_group_006	Scaffold_206__1_contigs__length_14486	14487	11288357
scaff_group_006	Scaffold_207__1_contigs__length_14414	14415	11302772
scaff_group_006	Scaffold_208__1_contigs__length_14391	14392	11317164
scaff_group_006	Scaffold_209__1_contigs__length_14385	14386	11331550
scaff_group_006	Scaffold_210__1_contigs__length_14349	14350	11345900
scaff_group_006	Scaffold_211__1_contigs__length_14272	14273	11360173
scaff_group_006	Scaffold_212__1_contigs__length_14271	14272	11374445
scaff_group_006	Scaffold_213__1_contigs__length_14261	14262	11388707
scaff_group_006	Scaffold_214__1_contigs__length_14199	14200	11402907
scaff_group_006	Scaffold_215__1_contigs__length_14187	14188	11417095
scaff_group_006	Scaffold_216__1_contigs__length_14182	14183	11431278
scaff_group_006	Scaffold_217__1_contigs__length_14167	14168	11445446
scaff_group_006	Scaffold_218__1_contigs__length_14144	14145	11459591
scaff_group_006	Scaffold_219__1_contigs__length_14127	14128	11473719
scaff_group_006	Scaffold_220__1_contigs__length_14012	14013	11487732
scaff_group_006	Scaffold_221__1_contigs__length_13936	13937	11501669
scaff_group_006	Scaffold_222__1_contigs__length_13913	13914	11515583
scaff_group_006	Scaffold_223__1_contigs__length_13904	13905	11529488
scaff_group_006	Scaffold_224__1_contigs__length_13897	13898	11543386
scaff_group_006	Scaffold_225__1_contigs__length_13870	13871	11557257
scaff_group_006	Scaffold_226__1_contigs__length_13869	13870	11571127
scaff_group_006	Scaffold_227__1_contigs__length_13860	13861	11584988
scaff_group_006	Scaffold_228__1_contigs__length_13853	13854	11598842
scaff_group_006	Scaffold_229__1_contigs__length_13842	13843	11612685
scaff_group_006	Scaffold_230__1_contigs__length_13840	13841	11626526
scaff_group_006	Scaffold_231__1_contigs__length_13825	13826	11640352
scaff_group_006	Scaffold_232__1_contigs__length_13788	13789	11654141
scaff_group_006	Scaffold_233__1_contigs__length_13780	13781	11667922
scaff_group_006	Scaffold_234__1_contigs__length_13774	13775	11681697
scaff_group_006	Scaffold_235__1_contigs__length_13770	13771	11695468
scaff_group_006	Scaffold_236__1_contigs__length_13737	13738	11709206
scaff_group_006	Scaffold_237__1_contigs__length_13718	13719	11722925
scaff_group_006	Scaffold_238__1_contigs__length_13698	13699	11736624
scaff_group_006	Scaffold_239__1_contigs__length_13690	13691	11750315
scaff_group_006	Scaffold_240__1_contigs__length_13675	13676	11763991
scaff_group_006	Scaffold_241__1_contigs__length_13529	13530	11777521
scaff_group_006	Scaffold_242__1_contigs__length_13525	13526	11791047
scaff_group_006	Scaffold_243__1_contigs__length_13432	13433	11804480
scaff_group_006	Scaffold_244__1_contigs__length_13328	13329	11817809
scaff_group_006	Scaffold_245__1_contigs__length_13318	13319	11831128
scaff_group_006	Scaffold_246__1_contigs__length_13215	13216	11844344
scaff_group_006	Scaffold_247__1_contigs__length_13153	13154	11857498
scaff_group_006	Scaffold_248__1_contigs__length_13118	13119	11870617
scaff_group_006	Scaffold_249__1_contigs__length_13095	13096	11883713
scaff_group_006	Scaffold_250__1_contigs__length_13092	13093	11896806
scaff_group_006	Scaffold_251__1_contigs__length_13052	13053	11909859
scaff_group_006	Scaffold_252__1_contigs__length_13015	13016	11922875
scaff_group_006	Scaffold_253__1_contigs__length_13006	13007	11935882
scaff_group_006	Scaffold_254__1_contigs__length_12997	12998	11948880
scaff_group_006	Scaffold_255__1_contigs__length_12985	12986	11961866
scaff_group_006	Scaffold_256__1_contigs__length_12972	12973	11974839
scaff_group_006	Scaffold_257__1_contigs__length_12972	12973	11987812
scaff_group_007	Scaffold_258__1_contigs__length_12924	12925	12000737
scaff_group_007	Scaffold_259__1_contigs__length_12893	12894	12013631
scaff_group_007	Scaffold_260__1_contigs__length_12848	12849	12026480
scaff_group_007	Scaffold_261__1_contigs__length_12843	12844	12039324
scaff_group_007	Scaffold_262__1_contigs__length_12809	12810	12052134
scaff_group_007	Scaffold_263__1_contigs__length_12610	12611	12064745
scaff_group_007	Scaffold_264__1_contigs__length_12582	12583	12077328
scaff_group_007	Scaffold_265__1_contigs__length_12488	12489	12089817
scaff_group_007	Scaffold_266__1_contigs__length_12430	12431	12102248
scaff_group_007	Scaffold_267__1_contigs__length_12396	12397	12114645
scaff_group_007	Scaffold_268__1_contigs__length_12352	12353	12126998
scaff_group_007	Scaffold_269__1_contigs__length_12325	12326	12139324
scaff_group_007	Scaffold_270__1_contigs__length_12319	12320	12151644
scaff_group_007	Scaffold_271__1_contigs__length_12318	12319	12163963
scaff_group_007	Scaffold_272__1_contigs__length_12311	12312	12176275
scaff_group_007	Scaffold_273__1_contigs__length_12290	12291	12188566
scaff_group_007	Scaffold_274__1_contigs__length_12174	12175	12200741
scaff_group_007	Scaffold_275__1_contigs__length_12149	12150	12212891
scaff_group_007	Scaffold_276__1_contigs__length_12148	12149	12225040
scaff_group_007	Scaffold_277__1_contigs__length_12140	12141	12237181
scaff_group_007	Scaffold_278__1_contigs__length_12124	12125	12249306
scaff_group_007	Scaffold_279__1_contigs__length_12104	12105	12261411
scaff_group_007	Scaffold_280__1_contigs__length_12101	12102	12273513
scaff_group_007	Scaffold_281__1_contigs__length_12091	12092	12285605
scaff_group_007	Scaffold_282__1_contigs__length_12060	12061	12297666
scaff_group_007	Scaffold_283__1_contigs__length_12029	12030	12309696
scaff_group_007	Scaffold_284__1_contigs__length_12004	12005	12321701
scaff_group_007	Scaffold_285__1_contigs__length_11999	12000	12333701
scaff_group_007	Scaffold_286__1_contigs__length_11882	11883	12345584
scaff_group_007	Scaffold_287__1_contigs__length_11880	11881	12357465
scaff_group_007	Scaffold_288__1_contigs__length_11880	11881	12369346
scaff_group_007	Scaffold_289__1_contigs__length_11877	11878	12381224
scaff_group_007	Scaffold_290__1_contigs__length_11807	11808	12393032
scaff_group_007	Scaffold_291__1_contigs__length_11795	11796	12404828
scaff_group_007	Scaffold_292__1_contigs__length_11690	11691	12416519
scaff_group_007	Scaffold_293__1_contigs__length_11666	11667	12428186
scaff_group_007	Scaffold_294__1_contigs__length_11613	11614	12439800
scaff_group_007	Scaffold_295__1_contigs__length_11610	11611	12451411
scaff_group_007	Scaffold_296__1_contigs__length_11507	11508	12462919
scaff_group_007	Scaffold_297__1_contigs__length_11443	11444	12474363
scaff_group_007	Scaffold_298__1_contigs__length_11441	11442	12485805
scaff_group_007	Scaffold_299__1_contigs__length_11422	11423	12497228
scaff_group_007	Scaffold_300__1_contigs__length_11362	11363	12508591
scaff_group_007	Scaffold_301__1_contigs__length_11360	11361	12519952
scaff_group_007	Scaffold_302__1_contigs__length_11331	11332	12531284
scaff_group_007	Scaffold_303__1_contigs__length_11279	11280	12542564
scaff_group_007	Scaffold_304__1_contigs__length_11273	11274	12553838
scaff_group_007	Scaffold_305__1_contigs__length_11222	11223	12565061
scaff_group_007	Scaffold_306__1_contigs__length_11221	11222	12576283
scaff_group_007	Scaffold_307__1_contigs__length_11210	11211	12587494
scaff_group_007	Scaffold_308__1_contigs__length_11175	11176	12598670
scaff_group_007	Scaffold_309__1_contigs__length_11164	11165	12609835
scaff_group_007	Scaffold_310__1_contigs__length_11152	11153	12620988
scaff_group_007	Scaffold_311__1_contigs__length_11116	11117	12632105
scaff_group_007	Scaffold_312__1_contigs__length_11027	11028	12643133
scaff_group_007	Scaffold_313__1_contigs__length_11003	11004	12654137
scaff_group_007	Scaffold_314__1_contigs__length_10985	10986	12665123
scaff_group_007	Scaffold_315__1_contigs__length_10958	10959	12676082
scaff_group_007	Scaffold_316__1_contigs__length_10946	10947	12687029
scaff_group_007	Scaffold_317__1_contigs__length_10909	10910	12697939
scaff_group_007	Scaffold_318__1_contigs__length_10900	10901	12708840
scaff_group_007	Scaffold_319__1_contigs__length_10861	10862	12719702
scaff_group_007	Scaffold_320__1_contigs__length_10857	10858	12730560
scaff_group_007	Scaffold_321__1_contigs__length_10686	10687	12741247
scaff_group_007	Scaffold_322__1_contigs__length_10661	10662	12751909
scaff_group_007	Scaffold_323__1_contigs__length_10659	10660	12762569
scaff_group_007	Scaffold_324__1_contigs__length_10652	10653	12773222
scaff_group_007	Scaffold_325__1_contigs__length_10651	10652	12783874
scaff_group_007	Scaffold_326__1_contigs__length_10646	10647	12794521
scaff_group_007	Scaffold_327__1_contigs__length_10637	10638	12805159
scaff_group_007	Scaffold_328__1_contigs__length_10626	10627	12815786
scaff_group_007	Scaffold_329__1_contigs__length_10571	10572	12826358
scaff_group_007	Scaffold_330__1_contigs__length_10550	10551	12836909
scaff_group_007	Scaffold_331__1_contigs__length_10550	10551	12847460
scaff_group_007	Scaffold_332__1_contigs__length_10531	10532	12857992
scaff_group_007	Scaffold_333__1_contigs__length_10513	10514	12868506
scaff_group_007	Scaffold_334__1_contigs__length_10509	10510	12879016
scaff_group_007	Scaffold_335__1_contigs__length_10472	10473	12889489
scaff_group_007	Scaffold_336__1_contigs__length_10459	10460	12899949
scaff_group_007	Scaffold_337__1_contigs__length_10420	10421	12910370
scaff_group_007	Scaffold_338__1_contigs__length_10417	10418	12920788
scaff_group_007	Scaffold_339__1_contigs__length_10413	10414	12931202
scaff_group_007	Scaffold_340__1_contigs__length_10411	10412	12941614
scaff_group_007	Scaffold_341__1_contigs__length_10372	10373	12951987
scaff_group_007	Scaffold_342__1_contigs__length_10371	10372	12962359
scaff_group_007	Scaffold_343__1_contigs__length_10285	10286	12972645
scaff_group_007	Scaffold_344__1_contigs__length_10276	10277	12982922
scaff_group_007	Scaffold_345__1_contigs__length_10211	10212	12993134
scaff_group_007	Scaffold_346__1_contigs__length_10207	10208	13003342
scaff_group_007	Scaffold_347__1_contigs__length_10169	10170	13013512
scaff_group_007	Scaffold_348__1_contigs__length_10164	10165	13023677
scaff_group_007	Scaffold_349__1_contigs__length_10159	10160	13033837
scaff_group_007	Scaffold_350__1_contigs__length_10114	10115	13043952
scaff_group_007	Scaffold_351__1_contigs__length_10106	10107	13054059
scaff_group_007	Scaffold_352__1_contigs__length_10084	10085	13064144
scaff_group_007	Scaffold_353__1_contigs__length_10034	10035	13074179
scaff_group_007	Scaffold_354__1_contigs__length_10012	10013	13084192
scaff_group_007	Scaffold_355__1_contigs__length_9990	9991	13094183
scaff_group_007	Scaffold_356__1_contigs__length_9990	9991	13104174
scaff_group_007	Scaffold_357__1_contigs__length_9980	9981	13114155
scaff_group_007	Scaffold_358__1_contigs__length_9967	9968	13124123
scaff_group_007	Scaffold_359__1_contigs__length_9941	9942	13134065
scaff_group_007	Scaffold_360__1_contigs__length_9932	9933	13143998
scaff_group_007	Scaffold_361__1_contigs__length_9887	9888	13153886
scaff_group_007	Scaffold_362__1_contigs__length_9867	9868	13163754
scaff_group_007	Scaffold_363__1_contigs__length_9861	9862	13173616
scaff_group_007	Scaffold_364__1_contigs__length_9851	9852	13183468
scaff_group_007	Scaffold_365__1_contigs__length_9841	9842	13193310
scaff_group_007	Scaffold_366__1_contigs__length_9841	9842	13203152
scaff_group_007	Scaffold_367__1_contigs__length_9814	9815	13212967
scaff_group_007	Scaffold_368__1_contigs__length_9792	9793	13222760
scaff_group_007	Scaffold_369__1_contigs__length_9791	9792	13232552
scaff_group_007	Scaffold_370__1_contigs__length_9771	9772	13242324
scaff_group_007	Scaffold_371__1_contigs__length_9770	9771	13252095
scaff_group_007	Scaffold_372__1_contigs__length_9768	9769	13261864
scaff_group_007	Scaffold_373__1_contigs__length_9767	9768	13271632
scaff_group_007	Scaffold_374__1_contigs__length_9767	9768	13281400
scaff_group_007	Scaffold_375__1_contigs__length_9752	9753	13291153
scaff_group_007	Scaffold_376__1_contigs__length_9690	9691	13300844
scaff_group_007	Scaffold_377__1_contigs__length_9667	9668	13310512
scaff_group_007	Scaffold_378__1_contigs__length_9665	9666	13320178
scaff_group_007	Scaffold_379__1_contigs__length_9654	9655	13329833
scaff_group_007	Scaffold_380__1_contigs__length_9646	9647	13339480
scaff_group_007	Scaffold_381__1_contigs__length_9641	9642	13349122
scaff_group_007	Scaffold_382__1_contigs__length_9640	9641	13358763
scaff_group_007	Scaffold_383__1_contigs__length_9621	9622	13368385
scaff_group_007	Scaffold_384__1_contigs__length_9577	9578	13377963
scaff_group_007	Scaffold_385__1_contigs__length_9574	9575	13387538
scaff_group_007	Scaffold_386__1_contigs__length_9548	9549	13397087
scaff_group_007	Scaffold_387__1_contigs__length_9540	9541	13406628
scaff_group_007	Scaffold_388__1_contigs__length_9530	9531	13416159
scaff_group_007	Scaffold_389__1_contigs__length_9488	9489	13425648
scaff_group_007	Scaffold_390__1_contigs__length_9481	9482	13435130
scaff_group_007	Scaffold_391__1_contigs__length_9474	9475	13444605
scaff_group_007	Scaffold_392__1_contigs__length_9470	9471	13454076
scaff_group_007	Scaffold_393__1_contigs__length_9460	9461	13463537
scaff_group_007	Scaffold_394__1_contigs__length_9455	9456	13472993
scaff_group_007	Scaffold_395__1_contigs__length_9422	9423	13482416
scaff_group_007	Scaffold_396__1_contigs__length_9376	9377	13491793
scaff_group_007	Scaffold_397__1_contigs__length_9365	9366	13501159
scaff_group_007	Scaffold_398__1_contigs__length_9363	9364	13510523
scaff_group_007	Scaffold_399__1_contigs__length_9360	9361	13519884
scaff_group_007	Scaffold_400__1_contigs__length_9349	9350	13529234
scaff_group_007	Scaffold_401__1_contigs__length_9302	9303	13538537
scaff_group_007	Scaffold_402__1_contigs__length_9256	9257	13547794
scaff_group_007	Scaffold_403__1_contigs__length_9248	9249	13557043
scaff_group_007	Scaffold_404__1_contigs__length_9248	9249	13566292
scaff_group_007	Scaffold_405__1_contigs__length_9206	9207	13575499
scaff_group_007	Scaffold_406__1_contigs__length_9203	9204	13584703
scaff_group_007	Scaffold_407__1_contigs__length_9189	9190	13593893
scaff_group_007	Scaffold_408__1_contigs__length_9185	9186	13603079
scaff_group_007	Scaffold_409__1_contigs__length_9174	9175	13612254
scaff_group_007	Scaffold_410__1_contigs__length_9174	9175	13621429
scaff_group_007	Scaffold_411__1_contigs__length_9173	9174	13630603
scaff_group_007	Scaffold_412__1_contigs__length_9173	9174	13639777
scaff_group_007	Scaffold_413__1_contigs__length_9150	9151	13648928
scaff_group_007	Scaffold_414__1_contigs__length_9126	9127	13658055
scaff_group_007	Scaffold_415__1_contigs__length_9123	9124	13667179
scaff_group_007	Scaffold_416__1_contigs__length_9122	9123	13676302
scaff_group_007	Scaffold_417__1_contigs__length_9113	9114	13685416
scaff_group_007	Scaffold_418__1_contigs__length_9112	9113	13694529
scaff_group_007	Scaffold_419__1_contigs__length_9110	9111	13703640
scaff_group_007	Scaffold_420__1_contigs__length_9085	9086	13712726
scaff_group_007	Scaffold_421__1_contigs__length_9076	9077	13721803
scaff_group_007	Scaffold_422__1_contigs__length_9070	9071	13730874
scaff_group_007	Scaffold_423__1_contigs__length_9039	9040	13739914
scaff_group_007	Scaffold_424__1_contigs__length_9029	9030	13748944
scaff_group_007	Scaffold_425__1_contigs__length_9025	9026	13757970
scaff_group_007	Scaffold_426__1_contigs__length_9021	9022	13766992
scaff_group_007	Scaffold_427__1_contigs__length_9012	9013	13776005
scaff_group_007	Scaffold_428__1_contigs__length_9003	9004	13785009
scaff_group_007	Scaffold_429__1_contigs__length_9000	9001	13794010
scaff_group_007	Scaffold_430__1_contigs__length_9000	9001	13803011
scaff_group_007	Scaffold_431__1_contigs__length_8999	9000	13812011
scaff_group_007	Scaffold_432__1_contigs__length_8998	8999	13821010
scaff_group_007	Scaffold_433__1_contigs__length_8989	8990	13830000
scaff_group_007	Scaffold_434__1_contigs__length_8980	8981	13838981
scaff_group_007	Scaffold_435__1_contigs__length_8965	8966	13847947
scaff_group_007	Scaffold_436__1_contigs__length_8956	8957	13856904
scaff_group_007	Scaffold_437__1_contigs__length_8954	8955	13865859
scaff_group_007	Scaffold_438__1_contigs__length_8953	8954	13874813
scaff_group_007	Scaffold_439__1_contigs__length_8946	8947	13883760
scaff_group_007	Scaffold_440__1_contigs__length_8942	8943	13892703
