sample	unit	library	flowcell	platform	lane	sample_id	barcode	fq1	fq2	kb1	kb2
24N19834	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19834	24N19834_Lib-6_1	data/fastqs/LOSH_006/L_24N19834_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19834_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	336395.216	313275.882
24N19834	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19834	24N19834_Lib-6_2	data/fastqs/LOSH_006/S_24N19834_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19834_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	1428180.394	1327549.068
24N19835	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19835	24N19835_Lib-6_1	data/fastqs/LOSH_006/L_24N19835_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19835_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	602357.108	563828.627
24N19835	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19835	24N19835_Lib-6_2	data/fastqs/LOSH_006/S_24N19835_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19835_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	510975.102	478854.479
24N19838	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19838	24N19838_Lib-6_1	data/fastqs/LOSH_006/L_24N19838_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19838_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	1521959.13	1444585.668
24N19838	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19838	24N19838_Lib-6_2	data/fastqs/LOSH_006/S_24N19838_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19838_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	732509.093	700432.662
24N19839	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19839	24N19839_Lib-6_1	data/fastqs/LOSH_006/L_24N19839_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19839_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	2159156.287	2106251.749
24N19839	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19839	24N19839_Lib-6_2	data/fastqs/LOSH_006/S_24N19839_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19839_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	1729545.119	1663488.08
24N19840	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19840	24N19840_Lib-6_1	data/fastqs/LOSH_006/L_24N19840_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19840_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	664938.126	631846.236
24N19842	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19842	24N19842_Lib-6_1	data/fastqs/LOSH_006/L_24N19842_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19842_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	1194381.718	1126010.866
24N19842	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19842	24N19842_Lib-6_2	data/fastqs/LOSH_006/S_24N19842_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19842_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	210089.409	198283.009
24N19844	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19844	24N19844_Lib-6_1	data/fastqs/LOSH_006/L_24N19844_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19844_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	11058298.805	10860604.421
24N19844	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19844	24N19844_Lib-6_2	data/fastqs/LOSH_006/S_24N19844_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19844_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	3760757.136	3693944.819
24N19858	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19858	24N19858_Lib-6_1	data/fastqs/LOSH_006/L_24N19858_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19858_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	12126108.753	11964938.655
24N19858	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19858	24N19858_Lib-6_2	data/fastqs/LOSH_006/S_24N19858_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19858_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	9101896.467	8988098.066
24N19859	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19859	24N19859_Lib-6_1	data/fastqs/LOSH_006/L_24N19859_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19859_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	8077350.534	7994517.874
24N19859	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19859	24N19859_Lib-6_2	data/fastqs/LOSH_006/S_24N19859_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19859_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	8305919.169	8192542.255
24N19863	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19863	24N19863_Lib-6_1	data/fastqs/LOSH_006/L_24N19863_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19863_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	7554279.528	7404414.546
24N19863	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19863	24N19863_Lib-6_2	data/fastqs/LOSH_006/S_24N19863_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19863_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	6688225.849	6582775.477
24N19864	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19864	24N19864_Lib-6_1	data/fastqs/LOSH_006/L_24N19864_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19864_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	10447635.836	10296887.168
24N19864	2	Lib-6	22J7G3LT4	ILLUMINA	6	24N19864	24N19864_Lib-6_2	data/fastqs/LOSH_006/S_24N19864_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/S_24N19864_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	10092012.197	9938426.736
24N19867	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19867	24N19867_Lib-6_1	data/fastqs/LOSH_006/L_24N19867_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19867_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	6939561.591	6883839.825
24N19868	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19868	24N19868_Lib-6_1	data/fastqs/LOSH_006/L_24N19868_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19868_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	6998544.471	6867980.675
24N19869	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19869	24N19869_Lib-6_1	data/fastqs/LOSH_006/L_24N19869_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19869_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	6998641.569	6858894.494
24N19870	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19870	24N19870_Lib-6_1	data/fastqs/LOSH_006/L_24N19870_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19870_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	7548496.821	7382491.961
24N19871	1	Lib-6	22J7G3LT4	ILLUMINA	6	24N19871	24N19871_Lib-6_1	data/fastqs/LOSH_006/L_24N19871_CKDL250006273-1A_22J7G3LT4_L6_1.fq.gz	data/fastqs/LOSH_006/L_24N19871_CKDL250006273-1A_22J7G3LT4_L6_2.fq.gz	7151218.417	7013181.618
